TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),CWE,OWASP,Executed At
BE-00392,API,System,GET /api/v1/seed/{user_id} — trailing slash variant,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 307 (redirect), 0.9ms",,,2026-07-24T18:58:30.628Z
BE-00393,Security,System,GET /api/v1/seed/{user_id} — cors preflight,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 1.0ms — preflight handled without server error",CWE-942: Overly Permissive Cross-domain Whitelist,A05:2021-Security Misconfiguration,2026-07-24T18:58:30.630Z
BE-00394,API,System,GET /api/v1/seed/{user_id} — case insensitive path check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (case-sensitive routing correctly rejects altered-case path), 0.8ms",,,2026-07-24T18:58:30.630Z
BE-00395,Functional,System,GET /api/v1/seed/{user_id} — response schema check,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 24.1ms. {""status"":""success"",""message"":""Successfully seeded 30 days of mock data for user 1 (qa_user579cc9ef)"",""records_created"":{""sleep"":30,""phone_usage"":30,""typing"":30,""emotions"":60,""activity"":30,""burnout"":3",,,2026-07-24T18:58:30.655Z
BE-00396,Security,Auth,POST /api/v1/auth/register — duplicate email rejected,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 400 (expected [400]), 2.4ms. {""detail"":""An account with this email already exists""}",CWE-620: Unverified Password Change,A07:2021-Identification and Authentication Failures,2026-07-24T18:58:30.657Z
BE-00397,Security,Auth,POST /api/v1/auth/register — duplicate username rejected,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 400 (expected [400]), 2.5ms. {""detail"":""This username is already taken""}",,,2026-07-24T18:58:30.660Z
BE-00398,Functional,Auth,POST /api/v1/auth/register — unicode emoji input,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 400, 2.5ms. {""detail"":""An account with this email already exists""}",,,2026-07-24T18:58:30.662Z
BE-00399,Functional,Wellness Chat,POST /api/v1/chat — unicode emoji input,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 200, 6.0ms. {""reply"":""QA, I heard you. Your current burnout score is **10/100** (low risk), and your biggest opportunity right now is improving your **work intensity**.\n\nI'm here as your personal wellness coach",,,2026-07-24T18:58:30.668Z
BE-00400,Functional,Tracking-Emotion,POST /api/v1/tracking/emotion — unicode emoji input,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 201, 3.7ms. {""id"":133,""user_id"":1,""timestamp"":""2026-07-24T18:58:30.668000"",""emotion_type"":""facial"",""dominant_emotion"":""éèü 😀 QA-中文-test"",""confidence"":0.87,""emotion_scores"":{""calm"":0.6,""happy"":0.2,""neutral"":0.2},""",,,2026-07-24T18:58:30.672Z
BE-00401,Functional,Tracking-Sleep,POST /api/v1/tracking/sleep — unicode emoji input,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 201, 3.5ms. {""id"":77,""user_id"":1,""date"":""2026-07-24T18:58:30.672000"",""duration_hours"":7.5,""quality_score"":82.0,""consistency_score"":75.0,""bedtime"":""éèü 😀 QA-中文-test"",""wake_time"":""06:30"",""created_at"":""2026-07-24T18",,,2026-07-24T18:58:30.676Z
BE-00402,Security,Auth,POST /api/v1/auth/login — wrong content type json instead of form,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 422 (expected [400, 401, 422]), 1.7ms. {""detail"":[{""type"":""missing"",""loc"":[""body"",""username""],""msg"":""Field required"",""input"":null,""url"":""https://errors.pydantic.dev/2.5/v/missing""},{""type"":""missing"",""loc"":[""body"",""password""],""msg"":""Field r",CWE-436: Interpretation Conflict,A05:2021-Security Misconfiguration,2026-07-24T18:58:30.677Z
BE-00403,Security,Auth,POST /api/v1/auth/register — wrong content type form instead of json,POST,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 422 (expected [400, 401, 415, 422]), 1.6ms. {""detail"":[{""type"":""model_attributes_type"",""loc"":[""body""],""msg"":""Input should be a valid dictionary or object to extract fields from"",""input"":""email=qa.user%40healthsense.test&username=qa_user&passwor",CWE-436: Interpretation Conflict,A05:2021-Security Misconfiguration,2026-07-24T18:58:30.679Z
BE-00404,Functional,System,GET /api/v1/seed/{user_id} — nonexistent user id 404,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404 (expected [404]), 2.2ms. {""detail"":""User with id 999999 not found""}",,,2026-07-24T18:58:30.681Z
BE-00405,Functional,System,GET /api/v1/seed/{user_id} — negative user id,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 404, 2.0ms. {""detail"":""User with id -1 not found""}",,,2026-07-24T18:58:30.683Z
BE-00406,Functional,System,GET /api/v1/seed/{user_id} — non numeric user id,GET,"Backend (FastAPI @ 127.0.0.1:8000, local SQLite)",Pass,"HTTP 422 (expected [404, 422]), 1.5ms. {""detail"":[{""type"":""int_parsing"",""loc"":[""path"",""user_id""],""msg"":""Input should be a valid integer, unable to parse string as an integer"",""input"":""abc"",""url"":""https://errors.pydantic.dev/2.5/v/int_parsi",,,2026-07-24T18:58:30.685Z
